document_index,document,topic,probability
151,"Randomization of the height of the graphs. So, they were not as easily identifiable.",topic_6,0.023578877739813556
152,The element of experimental design would be randomization. When we had to pick a random graph with the pieces we were given we had to randomly select the ones present in front of us and give the graph info on the computer and length and shape which was larger.,topic_6,0.032817580349713785
153,The randomly handed out packages was randomization. This helps because no one group has an unfair advantage or bias.,topic_6,0.06533633666752918
154,I think that the use of control group was present in this experiment because this seems to only use students that are taking the statistics class.,topic_6,0.018490479307682803
155,"Randomization could have been used in the assignment of bar heights for different trials to minimize any bias, this helps ensure that any observed results are due to estimation abilities rather than predictable patterns. Another element could have been repetition. The repeated trials allow for analysis of learning effects, consistency, and changes in performance over time.",topic_6,0.031915907316310936
156,I think we used the element of randomization by hanging out back with random numbers to different people but I felt that there was no control variable in the experiment because there was  not a bag that had no pieces,topic_6,0.086005614370814
157,"Randomization is when no one is given a specific set of instructions on which bag to take and is instead given a random bag of charts and pictures. This helps keep the data collected relevant and more randomized, meaning the authenticity of the results is more acceptable than if they were to control the experiment in any way.",topic_6,0.02059619755580575
158,I think randomization was present because each bag was different.,topic_6,1.0
159,I think randomization was in there but I think the graphs were pulled from a bank of graphs pulled out in different/ random orders,topic_6,1.3306500228372686e-308
160,I do not think the use of a control group was used in this experiment because everyone had to do the test. The order of questions might have been random but the people surveyed was not because you had to do it as a 218 student. There were variables and a large number of people sampled.,topic_6,1.3881883494797515e-308
161,One of the biggest randomization factors was the physical 3D printed models we were given. They were not strategically handed out they were randomly taken or passed out. This removed bias and the ability for people to choose the exact few models that they wanted.,topic_6,0.0363530983066936
162,A control group in this experiment was there being no numbers for reference on the graphs. Another control group would be giving random graphs in which the two statistics being observed were not right next to each other.,topic_6,1.643909987393424e-308
163,I think replication because I think some graphs were repeated to see if you realized it was the same one. Not to sure to be honest.,topic_6,1.304270208330111e-308
164,"Giving students' in a class random bags, because this makes it completely random for a set group.",topic_6,0.13497303348539127
165,I think there was lots of randomization because we had to pick the random shapes and there was not a control group I felt like.,topic_6,0.03381939916361213
166,"I think they didn't fully use randomization in this experiment because the STATs classes were the ones being tested. 

The independent variable was the type of graph it was- physical, 2d, 3d

The dependent variable was how the test subjects would interpret the graphs.",topic_6,0.034963839109166485
167,I think randomization was used in this experiment. I was able to randomly choose the order of my graphs so they were not in the same order for everybody.,topic_6,1.377754405040538e-308
168,Each person randomly picked a bag and each bag was different. Probably in each bag though there was one that was the same in each bag.,topic_6,1.0
169,They tried to make it random but there will always be some kind of bias that prevents this.,topic_6,5.922520843929689e-308
170,"The experimenter most likely had tested a control group, so they had something to compare our results to.",topic_6,1.9479270811703046e-308
171,"I don't think that there were control groups present because this study would be hard to have a control group. They would have to still participate in some way, but they wouldn't be estimating the heights of the blocks/bars so I don't think it would be effective or applicable to use a control group. I do believe there was randomization within the experiment because we were put into different groups randomly by giving us a different package filled with differently sized bars/blocks and maybe an online presentation as well.",topic_6,1.740847355221888e-308
172,"I think that they randomized whether they designed the experiment so that they could test for the results that they wanted by framing the questions and data to see the responses that they are looking for. They also separated all of us so we had to take it on our own, which eliminated a chance for social implications to create a confounding variable, for example if a popular kid got a crazy answer and everyone wanted to be their friend so they also put that answer.",topic_6,0.04691887003600898
173,Not random if only students in Stats did the survey.,topic_6,2.4776498154655e-308
174,We had to randomly choose a bag to use for the 3D printed models. This might be to ensure that the directions could be followed in relation to using the correct 3D block when asked. This could also prevent two friends who were taking it simultaneously to not share what they thought.,topic_6,1.0
175,"i think this design was mainly randomization because students were instructed to just take a kit out of the box, meaning that a lot of people likely chose the same kit as it was on top. therefore, there may be a lot of data for one of the kits and not really any data for the other kits.",topic_6,4.718617204566761e-308
176,"This experiment included randomization since each participant received a random chart combination with different ratios and spacing. This helped minimize bias. Since there wasn't necessarily a control group, 2D was a good comparison for the two since it was most studied and trusted. Using questions to determine the differences between all of them helped with design and to differentiate them based on these variables.",topic_6,1.166910516562255e-308
177,"They had a random group of participants, along with also having both 2D and 3D graphs.",topic_6,0.02826210625665994
178,"The experiment used randomization to assign charts and their order to participants. The control group was the 2D charts, used as a baseline. Counterbalancing made sure participants saw the charts in different orders to avoid bias.",topic_6,1.1830584814278113e-308
179,"The experiments definitely used randomization the graphs and the order that they were placed, and they were also randomly assigned to each individual. This really cuts down on how biased the participants can be. They also used a lot of repeated measures meaning each individual looked at the three different types of g, that way everyone would act in their own controlled way. I don't think there was a traditional group but using 2-D graphs which we already know they are more accurate. They kind of served as a baseline compared to the graphs that were 3-D and 3-D printed the designs of the graph really helped make the result more reliable, and reduce outside influences.",topic_6,0.03714244593489661
180,na,topic_6,6.522932774432012e-308
181,"The experiment was investigating the judgments in comparing bar heights across different visualization levels 2D, 3D digital, and 3D printed. It replicates and expands on previous research. They specifically focus on the perception of position along a common scale. The experiment involves participants comparing bar heights in various charts and providing ratio estimates, with the goal of determining whether 3D printed charts offer any advantages in conveying quantitative information compared to traditional 2D or digital 3D charts. The findings aim to contribute to a better understanding of data visuals and potentially inform the development of more effective data representations.",topic_6,1.121406515662448e-308
182,"The experiment only used STAT 218 students, and some people did the experiment only online which could have been the control group.",topic_6,1.2894785376157574e-308
183,"By picking up any block from the bag, there was no order to which block we had to do first which represents randomization. This allows for perception of block size to be less skewed, there is no manipulation. Since we were not really comparing blocks there was not a specific control group, but we could possibly view the representative block as the control group that we were basing our guesses off of.",topic_6,6.404202177609469e-308
184,"I think the randomly assigned control group is a great idea, that way the people still think and act/ answer according to them being studied, however they never had anything special in the long run. Their own unknowingness keeps the results more accurate. It is a better representation",topic_6,1.5197568146585087e-308
185,"This experiment may contain several experimental design elements. First, the experiment may have achieved randomization by randomly assigning coding bags or model order. Second, although there is no typical control group, the experiment effectively controls potential interference variables by maintaining fairness, consistency in presentation and operation procedures. At the same time, all participants perform tasks on the same platform, which also reflects the standardization of procedures. These design elements together improve the internal validity of the experiment and the reliability of the results.",topic_6,2.8481965988824084e-308
186,to create no biased and accurate results,topic_6,0.015972079147064996
187,"The elements of experimental design that were present were randomization as the bar students saw first may have been chosen, and instructions if students all understand the assignment the same way.",topic_6,3.1576412132131974e-308
188,"I think there was some, but also using students and spouses of stats people is random but not as random as it could be.",topic_6,0.02681024137438115
189,"I think randomization was used for which order the graphs were seen online, possibly, and there was a control group with certain graphs.",topic_6,1.325343377022158e-308
190,There were both. They used randomization by changing the order of the graphs shown. This helps avoid bias. The control group was that 2D charts were the standard for comparing how well people read the data.,topic_6,0.011093304487342656
191,"the study was done on the STAT 218 students, which is a relatively random group of students at UNL. This type of randomization ensures a relatively even distribution of skills and experience.",topic_6,2.808587786885725e-308
192,"I think this was a randomization because each participant was randomly assigned with their kit with random graphs, so no one had any idea before the experiment what they'd get in order to know the true measurements or cheat.",topic_6,0.04013382836334164
193,"The elements of experimental design involved randomization in the arrangement or assignment of the data points to avoid bias, and the control group was included to compare the effect of visualization type. I think they were present because they help isolate the impact of design choices on interpretation.",topic_6,0.03203836599538846
194,Some elements of the experimental design that were used were random assignment and variable control.,topic_6,0.031385192944857664
195,"The elements of experimental design, such as randomization or the use of a control group, that I think were present in the experiment where randomization in chart types and bar spacing because this helped to reduce bias.",topic_6,0.03263190133634254
196,"The experiment likely used randomization to change the order of graph types for each person, so results weren’t biased by the order. There may have been a control group, like people using 2D graphs, to compare against the other types. These elements help make the experiment fair and the results more accurate.",topic_6,1.28821359501308e-308
197,"There was a controlled variable aspect, like the graphs being in the same format and no extreme variance. However, there was mainly randomization involved as each participant was given different graphs to interpret.",topic_6,0.028729359451106863
198,"Randomization was used in this study as each question was randomized from a pool of questions. This means that each person got a different set of questions, eliminating the chance of people telling each other their results. This was done to reduce inaccuracy in the results.",topic_6,0.027422681576693156
199,"1. Randomization

*

Presence in the Experiment: Randomization is a critical design element in experiments to minimize bias. In this experiment, randomization could be used to select cows for each group, ensuring that age groups, health status, breed, and other factors are randomly distributed across the experimental conditions. Randomization would help eliminate confounding variables that might otherwise skew the results.

*

Why it is Important: Randomization helps ensure that the results are not influenced by hidden biases or confounding factors. For instance, it prevents the possibility that older cows are always in one area with different environmental conditions compared to younger cows, which could bias the results.

2. Control Group

*

Presence in the Experiment: In your study, a control group might not be applicable in the traditional sense (since you are specifically testing the impact of age), but a ""control"" could refer to a baseline group of cows that are considered to have ""normal"" or ""ideal"" conditions for calving. For example, cows that are in a middle age range (e.g., 3-5 years old) might serve as a comparison group. Alternatively, cows receiving no intervention or standard intervention could serve as controls in experiments comparing different assistance types.

*

Why it is Important: Having a comparison or baseline group allows you to measure the effects of age and other variables more accurately. For example, comparing cows under 3 years old (younger cows) to cows over 7 years old (older cows) can show if age directly influences the likelihood of needing intervention or experiencing difficulty.",topic_6,2.2825783689497895e-308
200,"Randomization is crucial since there will be multiple groups being evaluated both 3D and 2D printed bar charts. This helps control the differences being observed between these two groups, and allows data to increase in accuracy. You don't want any pre existing differences/variables to occur during testing especially ones dealing with different subjects. Now for the control groups you can see when compared (both groups of printed bars) that without a variable to manipulate, you can in fact isolate a possible effect on one group of your choosing. Without the control group being present, we wouldn't have any obvious differences pertaining to the prints, and or the other confounding factors mentioned in this abstract.",topic_6,0.015096721630581535
201,randomization was a big part. participants were randomly assigned graphs types and bar groupings to minimize bias. each participant views a set of graphs in random order to avoid affects. there wasn't a traditional control group but the use of the 2D graph served as a baseline for comparison against 3D versions. the design of the experiment helped isolate the effects of graph type and layout on judgement accuracy.,topic_6,1.2641222929032983e-308
202,I think there was  randomization used as to which version of the data students received.,topic_6,0.04488003505114884
203,I think the randomization is which bag a student gets. I chose a random bag out of the pile and after it was put back into the rotation for other students to use. I volunteered for this study so the survey was not random. I am unaware of a control group but if there was one I would imagine there is a standard set of blocks and maybe they were hypothesizing people would score different on a different set of blocks.,topic_6,6.429220023749423e-308
204,"The elements of design which I believed to be present were randomization is the way which the graphics were presented and the participants in the study. There wasn't necessarily a control group, but there were things kept the same for everyone. This would be the instructions given and the information given prior to the experiment.",topic_6,0.032311572816226465
205,"I think randomization, such as with the order of the graphs and associated questions, was used to help eliminate confounding variables. Participants are presumably being paired with themselves, with each individual having their own accuracy score for each type of graph. The accuracy for each type for the population as a whole is likely also being considered.",topic_6,1.4019288073765503e-308
206,I think that this was a controlled group because it only used students that are part of a math/statistics class.,topic_6,0.018859892250636456
207,"Replication, as many of the testers likely had to perform the same tasks to demonstrate that the results were not due to chance but were reliable. Randomization is used to reduce bias, so testers don't receive better results because they recognize a pattern. Standardized procedure, as I believe all the testers of this experiment were probably put under the same conditions to reduce confounding variables.",topic_6,2.9728975795553655e-308
208,"*

Randomization – They might randomly pick which people go in which group, so it’s fair.

*

Control group – One group doesn’t get the change, so you can compare how they act versus the group that does.

*

Blinding – Sometimes the people in the experiment or the people running it don’t know who’s in which group, so they don’t accidentally mess with the results.",topic_6,2.2939408707880337e-308
209,"I think randomization was used when distributing the test out. I think that they probably still narrowed it down to college students though. I don't think you could make a control group for this type of experiment, everyone conducts this experiment differently so it would be hard to create a good control group.",topic_6,1.5230041112421805e-308
210,I think randomization could have been used by randomizing a pool of questions for surveyors.,topic_6,0.0463108246647288
211,"The experiment likely used randomization by assigning participants to different graph types and ratio combinations randomly. This helps avoid bias. There wasn't a clear control group,  but the 2D graphs might serve as a baseline for comparison. The use of different graph types allows the experiment to test how each format affects accuracy.",topic_6,1.304642522699006e-308
212,"control group it showed group that does not receive the treatment being tested, and it provides a baseline for comparison against the experimental group.",topic_6,0.012259122997961188
213,Randomization was done to distribute chart order and question sequence to alleviate bias. Along with a control group of 2D charts to see variability across types.,topic_6,1.1614416255936605e-308
214,There was randomization on the kit that was used for each person that was in the study. The studies were also controlled through how the graphs were positioned and how they looked.,topic_6,0.03132613173185978
215,I think randomization was used because the survey was done by students who come from many different majors and years. This experiment used convenience sampling since it used students taking introduction to statistics.,topic_6,0.027767963760653287
216,"I wasn't aware of a control group being used

Randomization was present because all demographics of people were included, and different graphics and physical graphs were provided for the people participating in the experiment.",topic_6,0.026023887949199423
217,"There were 2-D, 3-D interactive, and physical bar graphs utilized. The distance between the two [triangle and circle] bars varied between the two for each graph, as well as the randomization of the other bars not asked about in each graph. My guess is that the seemingly  ""randomized"" irrelevant graphs may very well be intentionally proportioned and coordinated for measure of scale between the triangle and circle bars being asked about.",topic_6,0.025902234982004554
218,I think randomization was a large part of this experiment. Having randomization allows for a non-biased view of 3D vs 2D charts and how their results work.,topic_6,0.01433518575084196
219,"Their didn't seem to be any control group that I knew about.

The bars were randomized every next question.",topic_6,0.02399908191198497
220,"If the questions of the graphs are randomized, you might get the exact same graph back-to-back to back, so, you would remember what you put for it and just put the same answer without really thinking about it.",topic_6,1.4650708305838437e-308
221,"I am unsure, but they randomly told us to select a graph, instead of telling us when. I think the sequence of graphs was random so as not to influence or cause bias.",topic_6,1.2903822028871213e-308
222,i think there was a randomization of colors and the assigned shapes to those colors,topic_6,7.155759799460997e-308
223,I think that randomization was present because it was random who was enrolled in Stats 218.,topic_6,0.03143342910381684
224,They did use a control group which were students currently taking Stats 218. I think they used this because it is convenient and makes sense because this can reinforce our learning.,topic_6,1.277073496801871e-308
225,The randomization of the experiment in different models given to different students was present. This measure made it so the answers would be more accurate and less uniform. (IE. what did you put for model A? I put 37),topic_6,0.028616518939135683
226,Each student chose a bag at random to interpret the graphs. the online graph interpretations could have been the same for all observational units.,topic_6,0.04516940695189179
227,"The class was randomly selected to be together in that stats room at that time by someone not involved in the study, I'd imagine, and we were all chosen to be in the study by being in the class. I don't believe there is a control group, which might mean I am the control group and that would be good control group design.",topic_6,1.410970609216082e-308
228,"Each bag (I believed) was unique to one another making it a controlled group. However, within the actual survey, at the end we had to choose the blocks randomly and identify them on top of random computed blocks.",topic_6,0.06784590065653207
229,"randomization was present in the experiment with the random bags of graphs, id also assume the questions we answered were comparable and were a sort of control questions.",topic_6,1.4633706666280585e-308
230,"There may have been randomization in terms of assigning participants to a set of graphs, because my impression was that each bag of 3D graphs was different. Based on the limited information provided at the start of the experiment, I am not sure whether there was a control group or not. Perhaps the initial experimental group of the graduate students and their roommates was the control group. There also seems to be an element of replication, since this study is based on a previous study and is trying to determine if there are similar results between the two experiments.",topic_6,0.03053203019571791
231,Control group of students taking Stats 218: only 218 students are proceeding with this experiment.,topic_6,1.27182233067293e-308
232,I think randomization was used when people were given different sets of graphs in different orders,topic_6,1.3537077748861226e-308
233,I think randomization was used because everyone had different sets.,topic_6,7.002514326158071e-308
234,I think that randomization was used. Each student received their own kit completely randomly.,topic_6,4.928666043946444e-308
235,"The bags were distributed randomly, they were randomly distributed so that confounding variables would be lessened / eliminated (i.e. a bias of some sort).",topic_6,1.0
236,I would say that randomization was partially used because students were just randomly given kits with blocks in them and they (the student) did not know what was in them prior to receiving the kit.,topic_6,5.584553144536285e-308
237,"I feel that the design of the groups were randomization, because we had no indication as participants that we were designated to certain groups. It also did not matter which bag we obtained for our tests, so it seems that the experiment was not specifically sectioned.",topic_6,0.07183144461709907
238,"While our class was not randomly sampled, I would assume most of the study was. It allows the results to be generalized.",topic_6,2.558431439328054e-308
239,"In this experiment, I think randomization was used by having students pick their bags of blocks at random, which then may have produced differing sets of blocks to be measured on the online version of the study. I am assuming because this was an experiment there was a a control group and an experimental group to draw potential correlation and causation. In this study, I think there was a set of blocks given to all of those in the experimental group and a differing set of blocks to those in the control group, and these groups were selected at random based on which bag they chose.",topic_6,0.06816068420954143
240,"To eliminate bias and guarantee diversified exposure, the sequence or kind of block drawings exhibited in the experiment was most likely randomized. Different versions of the images may have served as treatment groups, but no formal control group was employed. These design components serve to guarantee that any discrepancies in interpretation are related to the visual design rather than the order or content itself.",topic_6,0.03302316895070722
241,Randomization occurred because everyone was given a random bag with random figures.,topic_6,0.5233084738624648
242,Elements included random assignment and a control group to reduce bias and establish causation.,topic_6,2.3623741166343413e-308
243,"The study can not be generalized to the population at UNL or just people in general, because the people chosen were from our stats class not randomly selected from the University. There was no control group because we all took the same test and everybody in our class took it.",topic_6,0.018844783218129716
244,I think a control group was present to see if people who are not taking a statistics class had difference perceptions. Randomization was also used to control any confounding variables.,topic_6,0.016864603882802937
245,"The study examined several key variables. Chart type (2D, 3D digital, or 3D printed) and bar spacing (adjacent or separated) were categorical variables. The true ratio of the compared bar heights and the participant’s judged ratio were both quantitative variables. The error in perception, calculated as log2 error, is also a quantitative variable. Additionally, the identification of which bar (marked by a circle or triangle) was smaller is a categorical variable. These variables collectively helped analyze both accuracy and perception across chart types and layouts.",topic_6,1.1202943727826846e-308
246,randomization because each shape was different and out of order so you were not influenced by a pattern or anything,topic_6,7.208491577357743e-308
247,It was definitely a control group; we were all STAT 218 students.,topic_6,1.2889895077597735e-308
248,I think that the use of a control group was used because it was all stats students.,topic_6,1.312184148371411e-308
249,"It’s likely the experiment included some form of randomization, such as random assignment of model versions to each participant, to reduce bias and variation. There may not have been a traditional control group, but comparing different model types could act as a form of comparison. These design choices help improve the reliability of the conclusions drawn from the data.",topic_6,0.021963330124315655
250,"I think randomization appeared in if a person would be looking at a digital chart or a 3-D chart - I think this help eliminate people getting in this flow or rhythm in reading the charts and gives the experimenters more accurate information.

The control group is present in the beginning test example and gave a good baseline to use as a comparison to the responders answers later on. 

I guess you could say random assignment was used in having us choose our own bag at random since we didn't know what was exactly in each bag.",topic_6,0.03254476492501351
251,I think randomization was present in the experiment because they needed randomness to determine whether 2D bar graphs or 3D bar graphs were easier for people to understand.,topic_6,0.03399873106361222
252,Randomization was definely in this experiment but you randomly got a bag and you were selected by group because we were in the STATS 218 class.,topic_6,0.07658370037118174
253,"Elements of experimental design that I thought was present in the experiment was repeated measures paired design as we had to repeat the estimates twice, one for the computer model and one for the 3D printed model. I think controlled group might be part of it as well if only college students were used for the experiment.",topic_6,0.032944271684985364
254,Randomization was used since the bags had a unique code. I did not look at the other bags to see if the specific shapes (circle or triangle) was on different heights of the blocks but this could also be a randomization used. I think there was also some sort of repetition throughout the experiment to compare if participants had similar responses.,topic_6,0.09711745524382821
255,"practice before the test starts. randomization in the fact that we come from different areas of study, so the results are generalized to the population. Maybe a control group present to set a baseline test so the results of the experiment can be cross-referenced.",topic_6,0.02059195091925139
256,"The experiment probably mixed up who saw what chart on purpose to keep it fair, and it might have had a regular group to compare against to see if different charts changed how people understood the info",topic_6,0.013493674503219909
257,It’s presented after you find the hypothesis,topic_6,0.026705957252492665
258,The element of the experimental design that  randomization or the use of a control group that were present in the experiment was how it asked to slide to smaller or larger.,topic_6,0.028362880207718835
259,"Some elements could be used such randomization of the group, randomly participation of the STATS 218 students. That would be the sample size. Another element design I can see in the experiment, random assignment.",topic_6,0.020613856026072224
260,"I think randomization, such as random students participating, but also control group, like all of the students that participated were in a stats class.",topic_6,0.031072144697744723
261,Control group would be the non stats students because they don’t have the experience of going through the course in which proportions were learned about. Randomization could have been used… Although more info would be needed on who else has taken the survey. If it is only this section of stats then it is not random.,topic_6,1.5088285495346387e-308
262,Control group was present because the shapes didn't change but everything else in the experiment did.,topic_6,1.642313599606593e-308
263,"The use of a control group was present in this experiment seeing as it was sent to students who have experience in statistics. Assuming the experiment was only sent to STATS 218 students, there was not randomization.",topic_6,0.026937733937616937
264,I think one of the kits was a control group and we were told to pick our favorite number so that randomized the process for the participant.,topic_6,4.3597125868959667e-308
265,Randomization was used in the kit number because it determined the questions that were asked.,topic_6,4.328374745408692e-308
266,random students in the stats class,topic_6,0.028646627873341768
267,"I do believe that randomization was used in the experiment as we were told to choose a random number, and the graphs given to us were in no particular order. Since it was hard to apply random sampling to this study, (the participants were volunteers), the use of random assignment was essential to make this a true experimental design.",topic_6,0.03639490958236193
268,"Randomization was present - the order in which the questions were shown is likely randomized, as was the amount of 2D vs. 3D visuals. 

There was likely no control group present, since each participant would have had to answer all questions, meaning there was no way for the variables to not be manipulated.",topic_6,0.04003607834814924
269,In the experiment there was random sampling because they were pulling from different courses to collect their data. I would also say there was random assignment because of the 21 different kits to choose from.,topic_6,0.029528560971149965
270,"They may have mixed up the order in which the bars were shown.

I do not think randomization was used because there was really no bias to prevent. Possibly the randomization of 2D vs 3D bars. 

It is possible some people were only shown 3D bars and not 2D and 3D, which may help to understand people's perceptions and if there is significance in the bars that are shown.",topic_6,0.033002973306324665
271,"The main purpose for using randomization in an experiment is that it automatically controls for all lurking variables. In a randomized controlled experiment, researchers control values of the explanatory variable with a randomization procedure.",topic_6,2.329515163749051e-308
272,"The order that the questions were grouped in could have been part of randomization because each person likely did not get the same order. Additionally, a control group could be all Stats students that were experimented with.",topic_6,0.04616197981394079
273,I believe that randomization was present in this experiment in order to prevent participants from anticipating or following a pattern in the trials. Randomization allows for different values to be tested and less biased answers to be given. Values on each table/diagram also could've been randomized lessen the anticipation or expectation of a certain value to be in a certain spot.,topic_6,0.028977553537869852
274,"There were independent variables, as well as multiple dependent variables. These were present because there was more than one thing being measured. There was also randomization, in order to prevent bias.",topic_6,0.027305855574388912
275,"They may have had a control group of people who experimented in person to see if the results differ when someone looks at these objects on a computer. This would have given the observers a baseline to compare results from participants who completed the experiment on a screen to see if there is a significant difference. To minimize bias, the researchers probably randomized the selection and order of images we saw, having them possibly computer-generated.",topic_6,0.028714771195245504
276,"The elements of experimental design, I think were present in this experiment are randomization, repeated measures, and standardized instructions for all participants. I think randomization because trials were probably given at random to different people. On the charts I was given there were more letter groups then what I had to answer for so I'm assuming that other people got questions I didn't and vice versa. Repeated measures because people answered multiple questions for each chart type. Standardized instructions because everyone got the same clear instructions, that were used for each trial.",topic_6,0.0325420691688922
277,The experiment used randomization by having an order of trials that are randomized for each participant.,topic_6,0.0324869807019694
278,I believe that the use of a control group was utilized for this experiment because it was specialized for STAT 218 students who agreed to take the experiment.,topic_6,0.01741038775300478
279,"The letter locations probably changed randomly so people couldn’t just memorize patterns. There may have been “easy” rounds as a kind of baseline, and then harder ones for comparison.",topic_6,0.06447195687634379
280,"Since all students in the class could choose to participate, I would say a convenience sample was used in the experiment design. It's hard to know if there is a control group since I have only seen one version of the test (the one I took). For the same reason, it's hard to know if any randomization was used. I would guess a control group of some form and random assignment were used so that a cause-and-effect conclusion can be reached at the end of the experiment.",topic_6,1.4922927009869955e-308
281,i think randomization of questions and data couldve been used in the experiment- they could have pulled from a pool of questions so they could determine how well they can associate the two factors in the experiment,topic_6,0.04570672403711161
282,"I think the experiment used randomization because people were probably randomly assigned to different groups, like some people saw just the digital charts, and others may have had access to the 3D-printed ones. This helps make sure the groups are similar and that the results aren’t biased. There was also a kind of control group, which would be the people who didn’t have access to the 3D-printed charts. That way, the experimenter can compare how each group did and see if the physical charts made a difference.These parts of the design help make the experiment more fair and help the results be more trustworthy.",topic_6,0.016281386874386135
283,"Randomization likel occurred in the placement of letters and their associated values on the heat map to prevent learning effects or pattern recognition. There wasn't an obvious control group, but the ""practice trails"" acted as a sort of calibration phase to ensure participants understood the task before actual data collection. The use of standardized color scaling for the heat map acted as a controlled visual environment, so every participant was interpreting the same scale.",topic_6,0.037616032137341764
284,"Control group would be the questions are all the same for each student who participated. Randomization is that the results are anonymous, at the end there is no way of knowing which students provided which answers.",topic_6,0.028616811654944726
285,Some elements represented in this expierement was the use of randomization. This helps distribute any unknown of the group and from bias and unsuring the the least amount of errors.,topic_6,2.404749495068551e-308
286,some elements of the experimental design that i think were present would be randomization because it was random on who would get the experiment and everyone got different codes so the experiment was different for everyone.,topic_6,3.154710165055241e-308
287,"* questions were likely randomized to help control for possible extrinsic variables/influences between trials

* demographic questions were given to help organize survey results and again account for extrinsic variables like in person vs online

* this survey has likely been given to multiple classes and thus replicated with different groups to get more comprehensive results",topic_6,0.02550300865551792
288,"Both comparison and repeated elements were used. Comparison between the two types of 2-D v 3-D tests showed the levels of accuracy attainable. If the goal was to test how the human eye differentiates color shades for example, the inclusion of a second test type using repeated coordinates would offer a truer result as this gives the researchers context and contrast to another method. Additionally, variable control was used, since all of the students (presumably) had the same coordinates, and the same coordinates were used for both test types. This was present in the experiment in order to provide more evidence against the null, which would assume that all answers are being chosen at random.",topic_6,1.1911699105394545e-308
289,The letters were often the same in the two charts so that would be a control group. This was done because it would isolate the variable of 3D vs. 2D and we would be able to determine which chart was better.,topic_6,0.02740462081151559
290,"One key element is randomization. Students were allowed to try out both types to make sure there were no bias during it. Students are also both genders so that helped because maybe females score higher at tests like this, but with both genders preforming that helps.",topic_6,2.0740494555062857e-308
291,"I think use of control group because the location are staying the same, but the letters are changing and we are reading and interpreting the plot differently each trial.",topic_6,1.6292214352291353e-308
292,I am guessing that respondents were randomly assigned to groups that determined which pairs they were quizzed on.,topic_6,0.03114035897206292
293,I think randomization was an experimental design used because it was being generalized by a computer.,topic_6,0.03769418408864062
294,People were asked whether or not they wanted to participate so it was voluntary. I personally am not sure if I was in the control group or not so it is blind.,topic_6,2.109578415443075e-308
295,"I think the randomization factor would be that the people participating are random. I think the control factor would be that everyone is. taking the test on their computer. Something that could be different is the order of the questions. This is the case because the researcher does not decide who is taking the test. He just gets their results without worrying who the person was that took the test. The only information the researcher knows is the persons favorite zoo animal, age, and level of education.",topic_6,0.02765966192706384
296,"it was randomized, sure students choose to complete this survey but i would still say its a random group of students.",topic_6,2.368423689767132e-308
297,I believe every graph was randomized for every student. I also believe the practice was meant to be a bit of the control group.,topic_6,0.04275232246690083
298,"i believe that the use of convienace sampling is used because it is using stats 218 students to its benefit, the control variable would consist of the stats 218 class.",topic_6,1.289166089685648e-308
299,"I think that Stat 218 students and are the only ones allowed to participate in the experiment. I think the entire study is randomized with no control group. I think everyone got the same survey, and results of accuracy regarding the smaller bar in the graph will be compared.",topic_6,0.032309719564896845
300,Randomization was likely used to yield a large and wide variety of people with little bias toward what the experiment was testing.,topic_6,0.0225838515693471
301,I think that they probably had a control group where all the bars were essentially the same and they probably had a lot of randomization in what order the graphs were presented. But randomization in sample size probably isn't there because it's all stats 218 students completing an assignment.,topic_6,0.03151198923635723
302,"1. Random assignment of participants to groups receiving different chart ratio orders which distribute order effects

2. Within-subjects design where each person sees all chart types to reduce variability

3. Control group receiving only 2D charts to compare 3D formats to",topic_6,1.149187824084544e-308
303,"The use of a control group was present since only STATS 218 students were the ones who took the survey, so there could be more knowledge of interpreting data compared to the general population.",topic_6,1.2774234776989933e-308
304,"Randomization was definitely involved since this was offered to all STAT 218 students who were able to choose their involvement. This population is also large as there are multiple sections to this course. I am not sure if there is a control group however, the control may be the correct answer to each question in the survey. Therefore, how far off from the correct answer may be measured and used to observe how well students are able to perceive statistical graphics.",topic_6,0.01640376969227909
305,I believe that there is a control group and random assignment. This is a double-blind study so as to not cause any bias. This experiment gets a random selection sample by volunteering participants. The researchers could use random assignment as to what participants see what pairs of graphs and in what order.,topic_6,1.3494269779447063e-308
306,"there was a use of random graphs (to me) and colors presented to me, I also think they could have been put in a random order for each person doing the experiment. 

the treatment group would be the STAT 218 students participating in this experiment

I think the control group would be the people who did not choose to do this study, because for this case you either had to do the experiment or you did not do it. 

random selection of results could also be used to compare each persons answers",topic_6,0.029659813376015205
