topic_id,n_docs,topic_name_default,Representation,KeyBERT,MMR,POS,Representative_Docs,question,proportion,top_terms,representative_docs,topic_label_llm
3,33,3_experiment_differed_video_information reflected,"['experiment', 'differed', 'video', 'information reflected', 'realizing', 'experiment point', 'round', 'credit', 'start finish', 'extra credit']","['understand experiment', 'experiment information', 'purpose experiment', 'information experiment', 'experiment watching', 'experiment differed', 'goal experiment', 'experiment testing', 'memory experiment', 'experiment point']","['experiment', 'video', 'information reflected', 'experiment point', 'start finish', 'gained', 'experiment differed', 'parts experiment', 'went experiment', 'goal experiment']","['experiment', 'video', 'round', 'finish', 'credit', 'forms', 'extra credit', 'goal', 'beginning', 'information']","['The information I gained from this is a lot more in depth than participating in the experiment and reading about it after. While taking the experiment I had no idea what the point/ research question was. After reading the abstract I had a better understanding of the reason for the experiment. But now after watching the video I feel like I have a good understanding of the experiment because I know the equations used, how the graphs were distributed to each participant, and the comparison.', ""To me it really wasn't much of a surprise because I went into the experiment realizing that there would be a lot of information given later that would make the data make more sense.\xa0\n\nThe only thing that differed from start to finish was the purpose ofthe experiment from my point of view. It changed to figuring out that there are problems with 3D models of graphs that I didn't realize.\xa0\n\nI also don't really think about differentiating information during an experiment. I take in information as it builds on me as I read about an experiment."", 'I found that a lot of the elements were similar, but it was easier to listen to the speaker. The additionally photos and walking through the website refreshed my memory of the experiment better than the abstract did. I also think that the video talked more in depth about the idea of using the experiment as part of our course. I think it would be more interesting to read a study or watch a presentation on the findings of the student reflections.']",q8,0.08148148148148149,"experiment, differed, video, information reflected, realizing, experiment point, round, credit, start finish, extra credit","The information I gained from this is a lot more in depth than participating in the experiment and reading about it after. While taking the experiment I had no idea what the point/ research question was. After reading th || To me it really wasn't much of a surprise because I went into the experiment realizing that there would be a lot of information given later that would make the data make more sense.   The only thing that differed from st || I found that a lot of the elements were similar, but it was easier to listen to the speaker. The additionally photos and walking through the website refreshed my memory of the experiment better than the abstract did. I a","Experiment Insights, Realization of Information, Differing"
4,32,4_components_gained components_components project_project,"['components', 'gained components', 'components project', 'project', 'information gained', 'differed', 'gained', 'components differed', 'project differed', 'differ']","['project differed', 'project differ', 'differed participation', 'project different', 'components differed', 'presentation different', 'project components', 'abstract participation', 'example participation', 'differed data']","['gained components', 'differed', 'components differed', 'project differed', 'project components', 'project differ', 'different information', 'tested information', 'differed data', 'example participation']","['components', 'project', 'information', 'class', 'parts', 'rest', 'example', 'different information', 'available', 'unique ratios']","['The information I gained from the components of this project differed by slowly revealing more about what the study was about and why we were participating in it. At first we were given hardly any information, just told that we were going to participate in a study. Then as I began to go through the components like actually doing the study, then reading the abstract and watching the presentation made it clear what this study was about and the type of information the researchers wanted to gather from it.', 'The information I gained from the components differ in the way that they were given. For example, the participation was in-person while the rest of the components were virtual. Furthermore, every component of the project had different expectations; most of the components had some sort of written part but whether or not the participants had to watch some sort of media to complete the questions is an example of how they differed.', 'The information I gained rom the components of this project differ in a couple of different ways. For example; when I was a participant in the study I was a little bit confused on what the experiment was observing, but after I read the extended abstract and watched the presentation I was keyed in a lot more about the background of this study. I also felt that the post-experiment reflection and the extended abstract differs because the abstract gives you the details and the reflections asks you to inturpert those details.']",q8,0.07901234567901234,"components, gained components, components project, project, information gained, differed, gained, components differed, project differed, differ","The information I gained from the components of this project differed by slowly revealing more about what the study was about and why we were participating in it. At first we were given hardly any information, just told  || The information I gained from the components differ in the way that they were given. For example, the participation was in-person while the rest of the components were virtual. Furthermore, every component of the project || The information I gained rom the components of this project differ in a couple of different ways. For example; when I was a participant in the study I was a little bit confused on what the experiment was observing, but a",Components Information Differences
5,31,5_participation_allowed_nice_times,"['participation', 'allowed', 'nice', 'times', 'different', 'gave', 'abstract', 'detailed', 'did', 'abstract presentation']","['abstract participation', 'study presentation', 'abstract presentation', 'presentation abstract', 'study reflection', 'understand study', 'participation', 'understand results', 'presentation gave', 'participation actually']","['participation', 'gave', 'abstract presentation', 'gained participation', 'presentation abstract', 'understand results', 'presentation', 'learning', 'extended abstract', 'helped understand']","['participation', 'nice', 'times', 'different', 'abstract', 'detailed', 'hands', 'larger', 'purpose', 'presentation']","['They all differ, because each time we got a little more information than we did before. When we did the participation we were given minimal information, then we just talked about our thoughts on it unsure fully what the experiment was testing. Once we read the abstract we were able to get information about the purpose of the study and what it was testing and how. Once we watched the presentation it summarized everything, along with giving more detailed background.', ""It's hard to say because the project was long. But I feel like from participation, I was able to see hands-on how participants do the task in the experiment, and how the experiment is presented to them. I also think that the post-study reflection allowed me to reflect on the project afterwards. The extended abstract gave a longer explanation of the purpose of the study, and the presentation was similar but it was an audio and slides version of explaining the project."", 'each gave no insight or rather a new lense of how to look or go about something. each was important and different. the presentation gave background information, the participation allowed me to try and get hand on, the post study reflection helped reflect on what i really just did and the exteded abstract showed what someone elses thought process might look like.']",q8,0.07654320987654321,"participation, allowed, nice, times, different, gave, abstract, detailed, did, abstract presentation","They all differ, because each time we got a little more information than we did before. When we did the participation we were given minimal information, then we just talked about our thoughts on it unsure fully what the  || It's hard to say because the project was long. But I feel like from participation, I was able to see hands-on how participants do the task in the experiment, and how the experiment is presented to them. I also think that || each gave no insight or rather a new lense of how to look or go about something. each was important and different. the presentation gave background information, the participation allowed me to try and get hand on, the po",Differing Participation Experiences
6,21,6_informative_presentation informative_explaining_abstract,"['informative', 'presentation informative', 'explaining', 'abstract', 'abstract abstract', 'simpler', 'results abstract', 'really helped', 'little confused', 'participation post']","['study abstract', 'participated abstract', 'study presentation', 'results abstract', 'presentation aforementioned', 'presentation informative', 'abstract', 'presentation potential', 'presentation supplemented', 'participants differed']","['informative', 'presentation informative', 'simpler', 'results abstract', 'participation post', 'information study', 'brief', 'study abstract', 'presentation', 'abstract provided']","['informative', 'abstract', 'simpler', 'brief', 'presentation', 'sources', 'general', 'simple', 'information', 'results']","['During the participation and post-study reflection, I admittedly did not gain much insight but was theorizing what significance the study was intended to find. I found the extended abstract to be the most informative and helpful in explaining the ""why"" of the experiment and subject background in general. The presentation detailed more of the ""how"" aspect for this specific experiment with the step by step process.', 'I guess they differed in perspective, beforehand knowledge etc. During the actual experiment, there was not much context other than a brief introduction regarding the experiment and instructions in the kit. Afterward, during the post-study reflection, it differed since there was new information to go off from the experiment we participated in. The abstract itself was in the perspective of researchers and the presentation was still informative and more packed with visuals than the abstract.', ""During my participation in the study I did find myself a little confused as to what the point of the study was. It wasn't until the extended abstract where I understood the scientific reasoning behind the tasks we were doing. On the other hand when listening to the presentation i was able to get a better clarification on how this can be seen in real world settings while also showing me the educational value that the trends are able to say.""]",q8,0.05185185185185185,"informative, presentation informative, explaining, abstract, abstract abstract, simpler, results abstract, really helped, little confused, participation post","During the participation and post-study reflection, I admittedly did not gain much insight but was theorizing what significance the study was intended to find. I found the extended abstract to be the most informative and || I guess they differed in perspective, beforehand knowledge etc. During the actual experiment, there was not much context other than a brief introduction regarding the experiment and instructions in the kit. Afterward, du || During my participation in the study I did find myself a little confused as to what the point of the study was. It wasn't until the extended abstract where I understood the scientific reasoning behind the tasks we were d",Informative Presentation Clarification
7,18,7_helped_project_writing_ve,"['helped', 'project', 'writing', 've', 'reflection think', 'presentation helped', 'view', 'things', 'ideas', 'contributes']","['presenting project', 'project taught', 'participating project', 'project gave', 'project', 'presentation contributes', 'presentation helped', 'participation aspect', 'presentation presentation', 'study reflection']","['reflection think', 'presentation helped', 'ideas', 'contributes', 'active engagement', 'project taught', 'learning', 'participating project', 'helped organize', 'communication']","['project', 'view', 'things', 'ideas', 'experience', 'approach', 'active engagement', 'different', 'reflection', 'learning']","['*\n\nParticipation: This aspect involved active engagement in hands on work.\n\n*\n\nPost-study reflection: Reflection allowed for the students perspective and critical analysis of the project experience.\xa0\n\n*\n\nExtended abstract: The extended abstract served as a summary of the project, highlighting key aspects such as objectives, and conclusions.\n\n*\n\nPresentation: The presentation offered an opportunity to communicate project findings to a wider audience in a written format.', 'Each part of this project offered a different kind of learning experience. By actively participating, I gained firsthand experience in creating the 3D model and learned how to troubleshoot and make creative decisions along the way. The post-project reflection gave me a chance to think more deeply about what I learned and how my approach evolved. Writing the extended abstract helped me organize my thoughts clearly and explain the technical and conceptual elements of the model. Lastly, putting together the presentation pushed me to communicate my ideas effectively and helped me see the bigger picture of what I accomplished.', 'In each part of the project, it gave me a different perspective when I was participating in the study it helped me understand the process for more of a subjects point of view such as how the instructions environment in the timing can affect the response. The study reflection may be think very critically about how this experiment was designed and the things that could be improved, writing the abstract required me to look at the results in a very structured in very scientific way, which made me deepen my understanding on how the data was interpreted when I watched this presentation. It helped me connect things more when I went through each step they all built on each other, and it gave me a more complete view on how this experiment started and how it ended']",q8,0.044444444444444446,"helped, project, writing, ve, reflection think, presentation helped, view, things, ideas, contributes","*  Participation: This aspect involved active engagement in hands on work.  *  Post-study reflection: Reflection allowed for the students perspective and critical analysis of the project experience.   *  Extended abstrac || Each part of this project offered a different kind of learning experience. By actively participating, I gained firsthand experience in creating the 3D model and learned how to troubleshoot and make creative decisions alo || In each part of the project, it gave me a different perspective when I was participating in the study it helped me understand the process for more of a subjects point of view such as how the instructions environment in t","Active Engagement, Critical Reflection, Learning Experience,"
8,15,8_kits_different kits_like_confusing,"['kits', 'different kits', 'like', 'confusing', 'conduct', 'people went', 'wrong participation', 'cause like', 'knowledge gaining', 'know doing']","['presentation gave', 'insight presentation', 'conduct presentation', 'learned presentation', 'presentation reading', 'presentation did', 'information presentation', 'experiment knowledge', 'presentation formated', 'describes experiment']","['different kits', 'cause like', 'knowledge gaining', 'kits helps', 'conduct presentation', 'inclusion', 'helping abstract', 'gave inside', 'experiment knowledge', 'experiment hands']","['kits', 'different kits', 'confusing', 'different insight', 'inclusion', 'object', 'different ratios', 'different', 'wrong', 'insight']","[""The experiment was more hands on and I didn't really know why I was doing the experiment and what knowledge I was gaining. After watching the presentation and reading the abstract I understood what I was doing and what my participation was helping. The abstract describes what experiment we were trying to conduct while the presentation gave us more inside details on the experiment."", 'They all basically just offered different insight, with the presentation, I was able to learn more about the results and where people went wrong. My participation was different just cause I like actually holding the object within my hands and i was able to feel it.', 'They all basically just offered different insight, with the presentation, I was able to learn more about the results and where people went wrong. My participation was different just cause I like actually holding the object within my hands and i was able to feel it.']",q8,0.037037037037037035,"kits, different kits, like, confusing, conduct, people went, wrong participation, cause like, knowledge gaining, know doing","The experiment was more hands on and I didn't really know why I was doing the experiment and what knowledge I was gaining. After watching the presentation and reading the abstract I understood what I was doing and what m || They all basically just offered different insight, with the presentation, I was able to learn more about the results and where people went wrong. My participation was different just cause I like actually holding the obje || They all basically just offered different insight, with the presentation, I was able to learn more about the results and where people went wrong. My participation was different just cause I like actually holding the obje","Experiment Confusion, Hands-on Insight, Differing Participation"
9,15,9_pictures_values_study differed_differed,"['pictures', 'values', 'study differed', 'differed', 'recorded', 'recorded values', 'values value', 'researchers work', 'values verse', 'value plot']","['study differed', 'biggest difference', 'compared close', 'mentioned researchers', 'compared shorter', 'difference predicted', 'presentation differed', 'reading results', 'details study', 'researchers work']","['study differed', 'differed', 'recorded values', 'ratio mentioned', 'verse actual', 'differed mcgills', 'lot details', 'difference predicted', 'plot', 'pictures sense']","['pictures', 'values', 'biggest', 'biggest difference', 'plot', 'informational', 'value', 'ratio', 'actual', 'way']","['They differed because it went more into depth on how people see things and it compared on how close they were to getting the right guess. It showed how the human eye underestimates the longer bares compared the the shorter bars when estimating the proportions.', 'This mentioned the other researchers work way more along with more pictures. This was way more informational for me because the person was able to go more into detail with pictures that made more sense. There was also a lot more details on how this study differed from Mcgills study.', 'This mentioned the other researchers work way more along with more pictures. This was way more informational for me because the person was able to go more into detail with pictures that made more sense. There was also a lot more details on how this study differed from Mcgills study.']",q8,0.037037037037037035,"pictures, values, study differed, differed, recorded, recorded values, values value, researchers work, values verse, value plot",They differed because it went more into depth on how people see things and it compared on how close they were to getting the right guess. It showed how the human eye underestimates the longer bares compared the the short || This mentioned the other researchers work way more along with more pictures. This was way more informational for me because the person was able to go more into detail with pictures that made more sense. There was also a  || This mentioned the other researchers work way more along with more pictures. This was way more informational for me because the person was able to go more into detail with pictures that made more sense. There was also a ,Differing Study Depth and Visual Representation
10,13,10_personal_findings_insights_key,"['personal', 'findings', 'insights', 'key', 'engagement', 'provided', 'highlighted', 'involves', 'feedback', 'experience']","['summarizes study', 'individual insights', 'study conclusions', 'findings broader', 'understanding project', 'introspection', 'participation', 'key findings', 'post study', 'research procedure']","['insights', 'key findings', 'challenges', 'research', 'participation involves', 'summarizes study', 'peers', 'introspection', 'practical experience', 'understanding project']","['personal', 'findings', 'insights', 'key', 'engagement', 'feedback', 'experience', 'key findings', 'challenges', 'practical']","['*\n\nParticipation gave firsthand experience with the study process, making the design and data collection feel more personal and concrete.\n\n*\n\nPost-study reflection encouraged deeper thinking about what worked, what didn’t, and how the study could be improved.\n\n*\n\nThe extended abstract provided a concise, formal summary of the study’s goals, methods, and results, useful for evaluating its scientific quality.\n\n*\n\nThe presentation highlighted main findings and broader implications in a more visual and accessible way, making the research easier to understand.', 'Engagement in the project facilitated experiential learning and the pragmatic application of acquired knowledge, engendering profound comprehension through active involvement. Subsequent reflection following the study afforded an avenue for introspective analysis, enabling the amalgamation of individual insights and acquired wisdom, thereby fostering heightened self-awareness and personal development. The formulation of the extended abstract and its oral exposition necessitated the succinct elucidation of pivotal discoveries, refining communicative prowess and adeptness in condensing intricate concepts for heterogeneous audiences.', ""Participation in the project provided hands-on experience and real-time engagement with the subject matter, allowing for immediate feedback and interaction with peers and mentors. Post-study reflection offered an opportunity for introspection and deeper analysis, enabling a more nuanced understanding of the project's challenges and successes. Crafting an extended abstract distilled the project's essence into a concise format, emphasizing key findings and contributions, while the presentation highlighted these aspects through dynamic storytelling and visual aids, aiming to captivate and inform the audience effectively""]",q8,0.03209876543209877,"personal, findings, insights, key, engagement, provided, highlighted, involves, feedback, experience","*  Participation gave firsthand experience with the study process, making the design and data collection feel more personal and concrete.  *  Post-study reflection encouraged deeper thinking about what worked, what didn’ || Engagement in the project facilitated experiential learning and the pragmatic application of acquired knowledge, engendering profound comprehension through active involvement. Subsequent reflection following the study af || Participation in the project provided hands-on experience and real-time engagement with the subject matter, allowing for immediate feedback and interaction with peers and mentors. Post-study reflection offered an opportu",Engagement-Led Personal Insights
-1,1,-1_written text_things easier_easier demonstrate_cons using,"['written text', 'things easier', 'easier demonstrate', 'cons using', 'difference predicted', 'demonstrate', 'cons', 'using graphs', 'demonstrate presentation', 'text']","['presentation abstract', 'presentation emphasized', 'mentioned presentation', 'presentation', 'presentation things', 'demonstrate presentation', 'presentation explantation', 'emphasized results', 'abstract talked', 'prevalent presentation']","['written text', 'easier demonstrate', 'cons using', 'difference predicted', 'using graphs', 'explantation written', 'talked pros', 'previous studies', 'prevalent presentation', 'presentation things']","['pros', 'previous studies', 'prevalent', 'text', 'explantation', 'cons', 'things', 'actual results', 'previous', 'studies']","['In the presentation, they emphasized the results of previous studies more than they did in the abstract. They also talked more about the pros and cons of using 3-D graphs. The difference between the predicted and actual results was mentioned in the presentation more than in the abstract. I think that the things that were more prevalent in the presentation were things that were easier to demonstrate in a presentation with an explantation rather than in a written text.']",q9,0.0024752475247524753,"written text, things easier, easier demonstrate, cons using, difference predicted, demonstrate, cons, using graphs, demonstrate presentation, text","In the presentation, they emphasized the results of previous studies more than they did in the abstract. They also talked more about the pros and cons of using 3-D graphs. The difference between the predicted and actual ",
0,222,0_abstract_study_results_presentation,"['abstract', 'study', 'results', 'presentation', 'experiment', 'think', 'emphasized', 'emphasized presentation', 'information', 'components']","['abstract presentation', 'presentation abstract', 'study abstract', 'emphasized abstract', 'presentation emphasized', 'abstract didn', 'study presentation', 'emphasized presentation', 'abstract', 'experiment presentation']","['presentation', 'experiment', 'emphasized presentation', 'video', 'presentation abstract', 'data', 'components emphasized', 'design', 'learning', 'presentation emphasized']","['abstract', 'study', 'results', 'presentation', 'experiment', 'information', 'components', 'video', 'data', 'easier']","['The presentation placed more emphasis on the visual and practical aspects of the 3D model, such as design choices, how the model functions, and the process behind building it. These details were shown using images or demonstrations, which helped make the content more engaging and easier to understand for the audience. In contrast, the abstract focused more on summarizing the purpose, goals, and broader implications of the project in a concise and academic way. I think this difference exists because presentations are meant to capture attention and communicate ideas clearly in a short amount of time, while abstracts are written to inform readers about the core ideas and value of the project in a formal context.', 'Some components that were further emphasized in the presentmation was the results of the study, as the abstract gave a more broad view of the experiment, and how it was going to be conducted. While the abstract focuses on the methodology, results, and conclusions, the presentations often emphasize the broader impact and specific findings. I think it is that way because the presentation of this study emphasizes aspects like engagement(through examples), visual clarity (through charts), and the broader implications (what the study concluded in the end, and how this would be implemented in the future at UNL) of the study, while the abstract paper focused on providing a concise, technical summary that includes details of the methods, results, and statistical significance', 'In the presentation, the speaker placed more emphasis on the statistical model and interpretation of the results than in the abstract. For example, the model slide shown in the video elaborated on the variables used and the data analysis methods, which were not explained in depth in the abstract. The presentation also emphasized the practical significance and potential applications of the findings, while the abstract focused more on the background, hypothesis, and experimental design. I believe this difference exists because the abstract is intended to provide a concise overview, while the presentation is intended to explain and interpret the findings to a wider audience, including students who may not be familiar with statistical analysis. The presentation can provide visual support and real-time explanations, making it a better medium for discussing complex methods and interpretations.']",q9,0.5495049504950495,"abstract, study, results, presentation, experiment, think, emphasized, emphasized presentation, information, components","The presentation placed more emphasis on the visual and practical aspects of the 3D model, such as design choices, how the model functions, and the process behind building it. These details were shown using images or dem || Some components that were further emphasized in the presentmation was the results of the study, as the abstract gave a more broad view of the experiment, and how it was going to be conducted. While the abstract focuses o || In the presentation, the speaker placed more emphasis on the statistical model and interpretation of the results than in the abstract. For example, the model slide shown in the video elaborated on the variables used and ","Presentation Emphasis on Visual Aspects, Results"
1,154,1_3d_graphs_2d_3d graphs,"['3d', 'graphs', '2d', '3d graphs', 'emphasized', 'presentation', 'think', 'graph', 'abstract', 'different']","['presentation abstract', 'presentation emphasized', 'emphasized presentation', 'presentation', 'emphasized abstract', 'did abstract', 'components emphasized', 'graphs abstract', '3d graphs', 'abstract']","['graphs', '3d graphs', 'abstract', 'graphics', 'data', '2d 3d', 'emphasized presentation', '3d graphics', 'bars', 'ratios']","['3d', 'graphs', '2d', 'presentation', 'graph', 'abstract', 'different', 'background', 'bar', 'study']","[""Some components that were emphasized in the presentation that weren't emphasized in the abstract was the background information on 3D graphs they probably didn't include this in the abstract because it wasn't really relevant information and it would make the abstract longer. They included some problems that 3D graphs have and how we should use them. It was probably easier or more relevant to put all the information in the presentation because they were explaining it to an audience and informing them what they were doing."", 'The background with the problems of 3D graphics on a 2D surface and how that impacts interpretation and data extraction. Also, the presentation gives more information regarding the experimental design and future work of the experiment, while the abstract gives a slightly detailed summary. I think that these components were emphasized more in the presentation than the abstract, because abstracts must cover all components of the experiment in the most concise way possible. The presentation gave a well-rounded backstory of important information in the experimental design.', 'The goal of graphical elements, types and lengths of the different graphs, the equation the bar graphs used. Each subject received 5 out of 7 of the unique ratios and each subject got 15 total ratios. The model equation they use takes a look at the judge ratio from the participant and the actual ratio (the same log ratio as Cleveland McGill). I think the reason they were emphasized in the video and not the presentation is because the abstract was kept short, with the main, important reasons being stated. The presentation we watched had more time to speak in depth and show visuals, giving the listeners a better understanding.']",q9,0.3811881188118812,"3d, graphs, 2d, 3d graphs, emphasized, presentation, think, graph, abstract, different","Some components that were emphasized in the presentation that weren't emphasized in the abstract was the background information on 3D graphs they probably didn't include this in the abstract because it wasn't really rele || The background with the problems of 3D graphics on a 2D surface and how that impacts interpretation and data extraction. Also, the presentation gives more information regarding the experimental design and future work of  || The goal of graphical elements, types and lengths of the different graphs, the equation the bar graphs used. Each subject received 5 out of 7 of the unique ratios and each subject got 15 total ratios. The model equation ",Emphasized_3D_Graph_Details
2,27,2_audience_visual_presentations_aids,"['audience', 'visual', 'presentations', 'aids', 'visual aids', 'interactive', 'key', 'abstracts', 'engaging', 'emphasis']","['presentation emphasized', 'abstract presentations', 'presentation', 'presentations', 'presentation format', 'presentation emphasis', 'audience abstracts', 'emphasized visuals', 'objectives presentation', 'presentations aim']","['presentations', 'visual aids', 'engaging', 'engage audience', 'interaction', 'audience abstracts', 'concepts', 'research', 'format', 'emphasized visual']","['audience', 'visual', 'presentations', 'aids', 'visual aids', 'interactive', 'key', 'abstracts', 'engaging', 'emphasis']","['It emphasized the visual and interactive aspects such as 3D printed models and participants engagment with them which were only briefly mentioned in the abstract. This makes sense because presentations are typically more visual and allow for real-time explanation and demonstration. On the other hand, the abstract focused more on statistical results and research goals. Abstracts are meant to be concise summaries geared toward readers seeing key finds quickly. The presentation highlighted the practical implications while the abstract prioritized precision.', 'In the presentation, emphasis was likely placed on visually engaging content, effective verbal communication, and audience interaction, which may not have been as prominent in the abstract. This emphasis is likely due to the different mediums and objectives of the presentation compared to the abstract. Presentations aim to communicate key findings in a dynamic and accessible manner, often incorporating visuals and storytelling techniques to engage the audience, while abstracts prioritize succinctly summarizing the research for readers who may not have time to delve into detailed explanations.', ""In the presentation, emphasis was placed on visual aids, storytelling techniques, and interactive elements to engage the audience and convey the project's essence vividly. These aspects were not as prominent in the abstract, which focused more on summarizing key findings and contributions in a concise written format. This difference likely stems from the presentation's goal of effectively communicating the project's narrative in a dynamic and memorable way, catering to a live audience's attention and understanding.""]",q9,0.06683168316831684,"audience, visual, presentations, aids, visual aids, interactive, key, abstracts, engaging, emphasis","It emphasized the visual and interactive aspects such as 3D printed models and participants engagment with them which were only briefly mentioned in the abstract. This makes sense because presentations are typically more || In the presentation, emphasis was likely placed on visually engaging content, effective verbal communication, and audience interaction, which may not have been as prominent in the abstract. This emphasis is likely due to || In the presentation, emphasis was placed on visual aids, storytelling techniques, and interactive elements to engage the audience and convey the project's essence vividly. These aspects were not as prominent in the abstr",Engaging Visual Aids & Interactive Presentation
-1,48,-1_long_end_large_thing say,"['long', 'end', 'large', 'thing say', 'assigned', 'participating', 'multiple', 'doesn', 'study pretty', 'purpose experiment']","['purpose experiment', 'participate study', 'study conducted', 'stats students', 'students study', 'study students', 'statistics think', 'statistics', 'statistical', 'having participants']","['long', 'purpose experiment', 'having participants', 'little information', 'sampling', 'group participants', 'randomized', 'previous', 'learning', 'benefit']","['long', 'end', 'large', 'multiple', 'sampling', 'components', 'younger', 'particular', 'stronger', 'benefit']","['If possible, to obtain a more diverse group, potentially include a larger range for the age group. A majority of the students in STATS are between the ages of 19-23.\xa0 In addition, I feel like having a better explanation of the purpose of the experiment. When I was participating in the experiment I was at first confused about what the purpose was and I feel like that caused me to get distracted.', ""The study was only for stats students so not a lot of generlization. The experiment also was a bit long and I feel like many students would start getting bored towards the end and just put guesses. I would also have assigned bags randomly to students instead of letting them just grab one just so that I don't have a large amount of students with a certain group."", ""The study was only for stats students so not a lot of generlization. The experiment also was a bit long and I feel like many students would start getting bored towards the end and just put guesses. I would also have assigned bags randomly to students instead of letting them just grab one just so that I don't have a large amount of students with a certain group.""]",q10,0.11851851851851852,"long, end, large, thing say, assigned, participating, multiple, doesn, study pretty, purpose experiment","If possible, to obtain a more diverse group, potentially include a larger range for the age group. A majority of the students in STATS are between the ages of 19-23.  In addition, I feel like having a better explanation  || The study was only for stats students so not a lot of generlization. The experiment also was a bit long and I feel like many students would start getting bored towards the end and just put guesses. I would also have assi || The study was only for stats students so not a lot of generlization. The experiment also was a bit long and I feel like many students would start getting bored towards the end and just put guesses. I would also have assi",
0,150,0_bar_ve_color_types,"['bar', 've', 'color', 'types', 'person', 'easier', 'didn', 'confusing', 'affect', 'physical']","['results critique', 'study improved', 'statistics', 'accurate results', 'data think', 'results think', 'felt', 'scale', 'quality', 'ratio']","['color', 'types', 'easier', 'affect', 'physical', 'differences', 'reading', 'model', 'sense', 'things']","['bar', 'color', 'types', 'person', 'easier', 'confusing', 'difference', 'physical', 'differences', 'models']","['One critique is that the study mostly used participants from the Statistics department and their partners, which could lead to biased results since they might already be comfortable reading charts. Including a wider range of people with different backgrounds could make the results more general. Also, the instructions told people not to use tools like fingers to estimate, but it’s hard to control that—some may have still done it. It might have helped to track how confident participants felt about their answers, or to include a timed element to see how speed affected judgment. Finally, the 3D printed charts could vary slightly in quality depending on the print, which might affect results too.', 'Critiques I have could be that the replication might introduce inconsistencies due to the creative adjustments needed for 3D and printed formats. For example, using color coding and physical identifiers on 3D printed charts may unintentionally influence participant perception. Additionally, the participant pool may not be representative, which could bias the results. The study could be improved by increasing the diversity of participants and perhaps incorporating eye-tracking or response time measurements to add more depth to the perceptual data. A more standardized viewing environment for digital and printed charts might also help reduce variability in perception.', 'One critique is that the sample size was fairly limited, especially since many participants came from a similar background in statistics, which might have influenced the results. It also would’ve been helpful to have more diverse chart styles or data contexts to test how generalizable the findings are. Adding more control over environmental factors, like lighting for the 3D printed graphs, could have improved consistency. A wider participant pool and more varied conditions would make the results stronger and more applicable.']",q10,0.37037037037037035,"bar, ve, color, types, person, easier, didn, confusing, affect, physical","One critique is that the study mostly used participants from the Statistics department and their partners, which could lead to biased results since they might already be comfortable reading charts. Including a wider rang || Critiques I have could be that the replication might introduce inconsistencies due to the creative adjustments needed for 3D and printed formats. For example, using color coding and physical identifiers on 3D printed cha || One critique is that the sample size was fairly limited, especially since many participants came from a similar background in statistics, which might have influenced the results. It also would’ve been helpful to have mor","Bar Chart Participant Bias"" ""Replication Inconsistencies"""
1,90,1_confused_abstract_given_explain,"['confused', 'abstract', 'given', 'explain', 'overall', 'helpful', 'experiment think', 'experiment better', 'designed', 'instructions']","['study designed', 'results study', 'purpose study', 'experiment better', 'study did', 'experiments', 'better participants', 'information study', 'clearer instructions', 'experimental']","['abstract', 'helpful', 'experiment better', 'instructions', 'information study', 'explanation', 'research', 'study did', 'opinion', 'context']","['confused', 'abstract', 'overall', 'helpful', 'instructions', 'explanation', 'idea', 'clearer', 'participant', 'beginning']","[""I believe the study is well-designed and cannot think of any improvements on the design itself. However, because participating in the experiment asked for our age range, there may possibly be a correlation between participant age range and participant accuracy/performance (i.e. are college students/young professionals sharper ages 18-25 more accurate than middle age professionals ages 35-45 in the experiment while the former's brains are absorbing new information everyday in college?) The conductors of the study may have already searched for a similar comparison but did not mention it due to lack of correlation."", 'To be honest, having the purpose of the study with a deeper explanation would have helped me comprehend what we were doing better. The videos and abstract would be great ways to explain to them what is happening. Going into blindly made my classmates and I confused on some parts.', 'To be honest, having the purpose of the study with a deeper explanation would have helped me comprehend what we were doing better. The videos and abstract would be great ways to explain to them what is happening. Going into blindly made my classmates and I confused on some parts.']",q10,0.2222222222222222,"confused, abstract, given, explain, overall, helpful, experiment think, experiment better, designed, instructions","I believe the study is well-designed and cannot think of any improvements on the design itself. However, because participating in the experiment asked for our age range, there may possibly be a correlation between partic || To be honest, having the purpose of the study with a deeper explanation would have helped me comprehend what we were doing better. The videos and abstract would be great ways to explain to them what is happening. Going i || To be honest, having the purpose of the study with a deeper explanation would have helped me comprehend what we were doing better. The videos and abstract would be great ways to explain to them what is happening. Going i",Understand Study Purpose
