Document,Topic,Name,Representation,KeyBERT,MMR,POS,Representative_Docs,Top_n_words,Probability,Representative_document
They differed in what we were told about the experiment. We were given less information in the participation and more information in the abstract and presentation.,9,9_pictures_values_study differed_differed,"['pictures', 'values', 'study differed', 'differed', 'recorded', 'recorded values', 'values value', 'researchers work', 'values verse', 'value plot']","['study differed', 'biggest difference', 'compared close', 'mentioned researchers', 'compared shorter', 'difference predicted', 'presentation differed', 'reading results', 'details study', 'researchers work']","['study differed', 'differed', 'recorded values', 'ratio mentioned', 'verse actual', 'differed mcgills', 'lot details', 'difference predicted', 'plot', 'pictures sense']","['pictures', 'values', 'biggest', 'biggest difference', 'plot', 'informational', 'value', 'ratio', 'actual', 'way']","['They differed because it went more into depth on how people see things and it compared on how close they were to getting the right guess. It showed how the human eye underestimates the longer bares compared the the shorter bars when estimating the proportions.', 'This mentioned the other researchers work way more along with more pictures. This was way more informational for me because the person was able to go more into detail with pictures that made more sense. There was also a lot more details on how this study differed from Mcgills study.', 'This mentioned the other researchers work way more along with more pictures. This was way more informational for me because the person was able to go more into detail with pictures that made more sense. There was also a lot more details on how this study differed from Mcgills study.']",pictures - values - study differed - differed - recorded - recorded values - values value - researchers work - values verse - value plot,1.0,False
I was very confused while taking the prompt since it was completely online. After the reflection questions I started to understand a bit more and finally grasped it with the article. It was interesting to see the presentation after because I could see equations that we learned applied to a real life scenario.,-1,-1_learned_did_lot_better,"['learned', 'did', 'lot', 'better', 'information learned', 'understand', 'learn', 'experiment learned', 'just', 'able']","['experiment presentation', 'study reflection', 'post study', 'presentation information', 'learned study', 'experiment learned', 'did experiment', 'experiment did', 'experiment', 'participation']","['learned', 'information learned', 'learn', 'experiment learned', 'post study', 'understanding', 'study did', 'study', 'reflection', 'presentation information']","['lot', 'better', 'able', 'information', 'experiment', 'certain', 'purpose', 'good', 'step', 'understanding']","['I feel at every step I gained a little more information and had a better understanding of the experiment then I did in the step before. Participation- I really didn\'t understand what the purpose was of it but just answering the ""questions"". Post-Study- It made me start to think about what the purpose was, the different variables, and etc. Extended Abstract- Gave me tons of new information and I truly understood what exactly they were trying to find out. Presentation- Expanded more on what the abstract had already said.', ""Throughout this process, I gained different information through completing each step. In the experiment, I felt a little lost in what the experiment was aiming to find out. Through the reflection, I was able to consider my own feelings on the experiment and reflect on the information presented. Then, the abstract gave me a lot more context into the parts of the experiment I didn't understand, like the purpose, methods, and just the workings of the experiment as a whole. The presentation gave a deeper look into the concept of 3D graphs, the design of the experiment, and the results."", 'The information I gained from this project varied throughout each component. During the particpation level, I just learned the very basics of the experiement, and what I would be doing to participate in it, it was just very ""baseline"" information. It told me the basics of the experiment, and I was able to connect the infromation, experiment style, and how it related to what we learned about experiments. I was able to transfer this information I learned in the particpation component into the post-study reflection. In this component I was able to dive deeper into what we learned in class so far, and directly relate it to what I learned in the experiement. I did not learn much more about the experiment in this part but I did get to review the information. In the extended abstract I learned so much more information about the experiment, the ""why"" and ""what"". I learned what they plan on doing with the results, and how much further they plan to go with the experiment. I also learned why they chose certain graphs. This part told us so much more than just the basic outline of the experiment. The presentation allowed us to hear directly from the experimenter, and learn more about their interests in the experiments and explanations as to why certain methods were chosen.']",learned - did - lot - better - information learned - understand - learn - experiment learned - just - able,0.3280960307795141,False
The information I gained for the post-study reflection gave me an explanation as to why the experiment took place. The extended abstract and the presentation were components of the project where the experiment took place.,2,2_study reflection_post study_post_reflection,"['study reflection', 'post study', 'post', 'reflection', 'participant', 'extended abstract', 'extended', 'design', 'conclusion', 'study']","['study design', 'participant study', 'study implications', 'post study', 'abstract presentation', 'experiment participation', 'abstract participation', 'study reflection', 'abstract gave', 'study extended']","['study reflection', 'post study', 'extended abstract', 'conclusion', 'abstract', 'abstract presentation', 'experiment', 'abstract participation', 'participant study', 'study design']","['study reflection', 'post', 'reflection', 'participant', 'extended abstract', 'extended', 'design', 'conclusion', 'study', 'test']","['The participation piece came first so I did not fully understand the goal of this study and what exactly I was supposed to be doing. This was the hands on piece where I got to participate in it. The post experiment reflection related more towards what we are learning in class and if we can identify the components of the experiment. the extended abstract and presentation both gave an overall on the experiment. the abstract is a more formal way of presenting the experiment, the intro, abstract, methods, study design, etc while I feel like the presentation took a deeper dive into how they created the bar graphs and recreated the previous experiment from Cleveland and McGill.', 'As a participant in the study, I has gained firsthand experience of the research process, seeing how data was collected and how the experiment was structured. During the post-study reflection portion, I thought critically about the study design, its goals, and the conclusions, as well as developing a hypothesis on what this project could have been aiming towards figuring out. During the extended abstract portion, I was able to get an even better view of the research process, and what plans were made to reach a conclusion, and while watching this presentation, it was a chance for me\xa0 to see a researcher communicate findings and insights to in the study, making the results even more accessible and engaging. Each component offered a different perspective on the study, and each component offered a different perspective on the study.', 'The information gained from the active participation:\n\nWas difficult to comprehend while it was happening. I would currently say the results are still cloudy, but seem to be gradually improving. Through the extended abstract, I would hypothesize that\n\nThe information gained from post study reflection:\n\nThe one thing that is quantifiable from this test is how much stress a human being can take at one time. I can attest in terms of numbers in blood pressure and counted time put into the experiment. I would currently say that I feel like things are about to turn around 360 degrees. In terms of my grade percentages through this statistical experiment.\n\nInformation gained from extended abstract:\n\nMore questions for the experimenter than information gained for my own memory.']",study reflection - post study - post - reflection - participant - extended abstract - extended - design - conclusion - study,1.0,False
I gradually got more information about the experiment after I completed it.,3,3_experiment_differed_video_information reflected,"['experiment', 'differed', 'video', 'information reflected', 'realizing', 'experiment point', 'round', 'credit', 'start finish', 'extra credit']","['understand experiment', 'experiment information', 'purpose experiment', 'information experiment', 'experiment watching', 'experiment differed', 'goal experiment', 'experiment testing', 'memory experiment', 'experiment point']","['experiment', 'video', 'information reflected', 'experiment point', 'start finish', 'gained', 'experiment differed', 'parts experiment', 'went experiment', 'goal experiment']","['experiment', 'video', 'round', 'finish', 'credit', 'forms', 'extra credit', 'goal', 'beginning', 'information']","['The information I gained from this is a lot more in depth than participating in the experiment and reading about it after. While taking the experiment I had no idea what the point/ research question was. After reading the abstract I had a better understanding of the reason for the experiment. But now after watching the video I feel like I have a good understanding of the experiment because I know the equations used, how the graphs were distributed to each participant, and the comparison.', ""To me it really wasn't much of a surprise because I went into the experiment realizing that there would be a lot of information given later that would make the data make more sense.\xa0\n\nThe only thing that differed from start to finish was the purpose ofthe experiment from my point of view. It changed to figuring out that there are problems with 3D models of graphs that I didn't realize.\xa0\n\nI also don't really think about differentiating information during an experiment. I take in information as it builds on me as I read about an experiment."", 'I found that a lot of the elements were similar, but it was easier to listen to the speaker. The additionally photos and walking through the website refreshed my memory of the experiment better than the abstract did. I also think that the video talked more in depth about the idea of using the experiment as part of our course. I think it would be more interesting to read a study or watch a presentation on the findings of the student reflections.']",experiment - differed - video - information reflected - realizing - experiment point - round - credit - start finish - extra credit,0.5547799769240702,False
"I was a bit more confused on the purpose of the study than the presentation explained. With each additional section however I was able to gain a better understanding of the purpose of the study and what I was doing. When I was doing the participation at first I was very confused. By the time I did the extended abstract, I felt much better about the study.",-1,-1_learned_did_lot_better,"['learned', 'did', 'lot', 'better', 'information learned', 'understand', 'learn', 'experiment learned', 'just', 'able']","['experiment presentation', 'study reflection', 'post study', 'presentation information', 'learned study', 'experiment learned', 'did experiment', 'experiment did', 'experiment', 'participation']","['learned', 'information learned', 'learn', 'experiment learned', 'post study', 'understanding', 'study did', 'study', 'reflection', 'presentation information']","['lot', 'better', 'able', 'information', 'experiment', 'certain', 'purpose', 'good', 'step', 'understanding']","['I feel at every step I gained a little more information and had a better understanding of the experiment then I did in the step before. Participation- I really didn\'t understand what the purpose was of it but just answering the ""questions"". Post-Study- It made me start to think about what the purpose was, the different variables, and etc. Extended Abstract- Gave me tons of new information and I truly understood what exactly they were trying to find out. Presentation- Expanded more on what the abstract had already said.', ""Throughout this process, I gained different information through completing each step. In the experiment, I felt a little lost in what the experiment was aiming to find out. Through the reflection, I was able to consider my own feelings on the experiment and reflect on the information presented. Then, the abstract gave me a lot more context into the parts of the experiment I didn't understand, like the purpose, methods, and just the workings of the experiment as a whole. The presentation gave a deeper look into the concept of 3D graphs, the design of the experiment, and the results."", 'The information I gained from this project varied throughout each component. During the particpation level, I just learned the very basics of the experiement, and what I would be doing to participate in it, it was just very ""baseline"" information. It told me the basics of the experiment, and I was able to connect the infromation, experiment style, and how it related to what we learned about experiments. I was able to transfer this information I learned in the particpation component into the post-study reflection. In this component I was able to dive deeper into what we learned in class so far, and directly relate it to what I learned in the experiement. I did not learn much more about the experiment in this part but I did get to review the information. In the extended abstract I learned so much more information about the experiment, the ""why"" and ""what"". I learned what they plan on doing with the results, and how much further they plan to go with the experiment. I also learned why they chose certain graphs. This part told us so much more than just the basic outline of the experiment. The presentation allowed us to hear directly from the experimenter, and learn more about their interests in the experiments and explanations as to why certain methods were chosen.']",learned - did - lot - better - information learned - understand - learn - experiment learned - just - able,0.3280960307795139,False
I noticed a couple components in this project that differed. I noticed that the presentation offered 3D bar graphs that the experiment did not use. I also noticed the presentation used seven unique ratios.,4,4_components_gained components_components project_project,"['components', 'gained components', 'components project', 'project', 'information gained', 'differed', 'gained', 'components differed', 'project differed', 'differ']","['project differed', 'project differ', 'differed participation', 'project different', 'components differed', 'presentation different', 'project components', 'abstract participation', 'example participation', 'differed data']","['gained components', 'differed', 'components differed', 'project differed', 'project components', 'project differ', 'different information', 'tested information', 'differed data', 'example participation']","['components', 'project', 'information', 'class', 'parts', 'rest', 'example', 'different information', 'available', 'unique ratios']","['The information I gained from the components of this project differed by slowly revealing more about what the study was about and why we were participating in it. At first we were given hardly any information, just told that we were going to participate in a study. Then as I began to go through the components like actually doing the study, then reading the abstract and watching the presentation made it clear what this study was about and the type of information the researchers wanted to gather from it.', 'The information I gained from the components differ in the way that they were given. For example, the participation was in-person while the rest of the components were virtual. Furthermore, every component of the project had different expectations; most of the components had some sort of written part but whether or not the participants had to watch some sort of media to complete the questions is an example of how they differed.', 'The information I gained rom the components of this project differ in a couple of different ways. For example; when I was a participant in the study I was a little bit confused on what the experiment was observing, but after I read the extended abstract and watched the presentation I was keyed in a lot more about the background of this study. I also felt that the post-experiment reflection and the extended abstract differs because the abstract gives you the details and the reflections asks you to inturpert those details.']",components - gained components - components project - project - information gained - differed - gained - components differed - project differed - differ,0.3799545940418976,False
"I found that a lot of the elements were similar, but it was easier to listen to the speaker. The additionally photos and walking through the website refreshed my memory of the experiment better than the abstract did. I also think that the video talked more in depth about the idea of using the experiment as part of our course. I think it would be more interesting to read a study or watch a presentation on the findings of the student reflections.",3,3_experiment_differed_video_information reflected,"['experiment', 'differed', 'video', 'information reflected', 'realizing', 'experiment point', 'round', 'credit', 'start finish', 'extra credit']","['understand experiment', 'experiment information', 'purpose experiment', 'information experiment', 'experiment watching', 'experiment differed', 'goal experiment', 'experiment testing', 'memory experiment', 'experiment point']","['experiment', 'video', 'information reflected', 'experiment point', 'start finish', 'gained', 'experiment differed', 'parts experiment', 'went experiment', 'goal experiment']","['experiment', 'video', 'round', 'finish', 'credit', 'forms', 'extra credit', 'goal', 'beginning', 'information']","['The information I gained from this is a lot more in depth than participating in the experiment and reading about it after. While taking the experiment I had no idea what the point/ research question was. After reading the abstract I had a better understanding of the reason for the experiment. But now after watching the video I feel like I have a good understanding of the experiment because I know the equations used, how the graphs were distributed to each participant, and the comparison.', ""To me it really wasn't much of a surprise because I went into the experiment realizing that there would be a lot of information given later that would make the data make more sense.\xa0\n\nThe only thing that differed from start to finish was the purpose ofthe experiment from my point of view. It changed to figuring out that there are problems with 3D models of graphs that I didn't realize.\xa0\n\nI also don't really think about differentiating information during an experiment. I take in information as it builds on me as I read about an experiment."", 'I found that a lot of the elements were similar, but it was easier to listen to the speaker. The additionally photos and walking through the website refreshed my memory of the experiment better than the abstract did. I also think that the video talked more in depth about the idea of using the experiment as part of our course. I think it would be more interesting to read a study or watch a presentation on the findings of the student reflections.']",experiment - differed - video - information reflected - realizing - experiment point - round - credit - start finish - extra credit,1.0,True
"The participation component of this experiment focused on participating in the experiment and getting a baseline of what the experiment is. The post-study component of this experiment focused on reflecting on the experimental design, how randomization occurred, and identifying different components of the experiment, and the extended abstract component of this experiment focused on reading a paper about the general study design and concepts of the experiment and reflecting on it from the view of the researchers. Finally, the presentation component of this study focuses on watching a presentation about a more in-depth explanation of the experiment overall and reflecting on it.",1,1_experimental_statistical_design_component,"['experimental', 'statistical', 'design', 'component', 'focused', 'reflecting', 'experiment', 'understanding', 'experiement', 'process']","['study design', 'understanding experiment', 'purpose experiment', 'perceptions experiment', 'participating experiment', 'participation experiment', 'experiments', 'experiment design', 'experiment focused', 'experimental process']","['reflecting', 'experiment', 'experiment focused', 'participating experiment', 'experimental process', 'research question', 'experiments', 'component experiment', 'methodology', 'purpose experiment']","['experimental', 'statistical', 'design', 'component', 'experiment', 'understanding', 'experiement', 'research', 'process', 'question']","['Every element presented a distinct level of clarity. Participating provided a hands-on knowledge of the methodology of the study, therefore orienting the research issue. The post-study comments promoted critical analysis of the design and results. Technical components including the hypothesis, techniques, and statistical analysis dominated the extended abstract. On the other hand, the presentation condensed and emphasized the main points of view by means of images and summaries, so facilitating clear and convincing communication of results.', 'In the post-study reflection, I had the opportunity to reflect on my learning process, identify strengths and weaknesses in my understanding of the material, and consider how the project contributed to my overall knowledge and skills development. This component encouraged critical thinking, fostering a deeper understanding of the experiment topic. The extended abstract provided a concise summary of the project, including background information, research questions, methodology, findings, and conclusions. This component served as a comprehensive written record of the experiments key elements, making it accessible for review and dissemination to a wider audience.', 'The information I gained from each part of this project complemented each other and deepened my understanding of the experimental process in different ways. Participating in it gave me hands-on experience and realized that making judgments based on visual data is not an easy task. Reflecting after the study helped me clarify the decisions made in the experiment and start to think critically about sources of error and variable control. Reading the extended abstract allowed me to clarify the research objectives, hypotheses, and statistical design, which led to a broader understanding of the principles behind the experiment. Finally, the report tied all the elements together by presenting the results of the analysis and explaining the meaning of the findings in the context of psychological and statistical theory.']",experimental - statistical - design - component - focused - reflecting - experiment - understanding - experiement - process,1.0,False
The information I gained from each component of this project differed. The participation in the experiment allowed me to see how execution of a statistical study might look like and the post-study reflection allowed me to think deeply about the study and its design. The extended abstract allowed me to get clarity on the exact experiment design and understand the purpose of the experiment and why it was structured the way it was. The presentation presented all aspects of the experiment and understand its purpose as a component of this class.,1,1_experimental_statistical_design_component,"['experimental', 'statistical', 'design', 'component', 'focused', 'reflecting', 'experiment', 'understanding', 'experiement', 'process']","['study design', 'understanding experiment', 'purpose experiment', 'perceptions experiment', 'participating experiment', 'participation experiment', 'experiments', 'experiment design', 'experiment focused', 'experimental process']","['reflecting', 'experiment', 'experiment focused', 'participating experiment', 'experimental process', 'research question', 'experiments', 'component experiment', 'methodology', 'purpose experiment']","['experimental', 'statistical', 'design', 'component', 'experiment', 'understanding', 'experiement', 'research', 'process', 'question']","['Every element presented a distinct level of clarity. Participating provided a hands-on knowledge of the methodology of the study, therefore orienting the research issue. The post-study comments promoted critical analysis of the design and results. Technical components including the hypothesis, techniques, and statistical analysis dominated the extended abstract. On the other hand, the presentation condensed and emphasized the main points of view by means of images and summaries, so facilitating clear and convincing communication of results.', 'In the post-study reflection, I had the opportunity to reflect on my learning process, identify strengths and weaknesses in my understanding of the material, and consider how the project contributed to my overall knowledge and skills development. This component encouraged critical thinking, fostering a deeper understanding of the experiment topic. The extended abstract provided a concise summary of the project, including background information, research questions, methodology, findings, and conclusions. This component served as a comprehensive written record of the experiments key elements, making it accessible for review and dissemination to a wider audience.', 'The information I gained from each part of this project complemented each other and deepened my understanding of the experimental process in different ways. Participating in it gave me hands-on experience and realized that making judgments based on visual data is not an easy task. Reflecting after the study helped me clarify the decisions made in the experiment and start to think critically about sources of error and variable control. Reading the extended abstract allowed me to clarify the research objectives, hypotheses, and statistical design, which led to a broader understanding of the principles behind the experiment. Finally, the report tied all the elements together by presenting the results of the analysis and explaining the meaning of the findings in the context of psychological and statistical theory.']",experimental - statistical - design - component - focused - reflecting - experiment - understanding - experiement - process,1.0,False
"The components of the project provided different types of information: Participation offered practical experience and insights; post-study reflection allowed for personal evaluation and understanding of experiences; the extended abstract summarized key findings and theoretical implications; and the presentation facilitated sharing and discussing these insights with peers, receiving feedback, and enhancing communication skills.",10,10_personal_findings_insights_key,"['personal', 'findings', 'insights', 'key', 'engagement', 'provided', 'highlighted', 'involves', 'feedback', 'experience']","['summarizes study', 'individual insights', 'study conclusions', 'findings broader', 'understanding project', 'introspection', 'participation', 'key findings', 'post study', 'research procedure']","['insights', 'key findings', 'challenges', 'research', 'participation involves', 'summarizes study', 'peers', 'introspection', 'practical experience', 'understanding project']","['personal', 'findings', 'insights', 'key', 'engagement', 'feedback', 'experience', 'key findings', 'challenges', 'practical']","['*\n\nParticipation gave firsthand experience with the study process, making the design and data collection feel more personal and concrete.\n\n*\n\nPost-study reflection encouraged deeper thinking about what worked, what didn’t, and how the study could be improved.\n\n*\n\nThe extended abstract provided a concise, formal summary of the study’s goals, methods, and results, useful for evaluating its scientific quality.\n\n*\n\nThe presentation highlighted main findings and broader implications in a more visual and accessible way, making the research easier to understand.', 'Engagement in the project facilitated experiential learning and the pragmatic application of acquired knowledge, engendering profound comprehension through active involvement. Subsequent reflection following the study afforded an avenue for introspective analysis, enabling the amalgamation of individual insights and acquired wisdom, thereby fostering heightened self-awareness and personal development. The formulation of the extended abstract and its oral exposition necessitated the succinct elucidation of pivotal discoveries, refining communicative prowess and adeptness in condensing intricate concepts for heterogeneous audiences.', ""Participation in the project provided hands-on experience and real-time engagement with the subject matter, allowing for immediate feedback and interaction with peers and mentors. Post-study reflection offered an opportunity for introspection and deeper analysis, enabling a more nuanced understanding of the project's challenges and successes. Crafting an extended abstract distilled the project's essence into a concise format, emphasizing key findings and contributions, while the presentation highlighted these aspects through dynamic storytelling and visual aids, aiming to captivate and inform the audience effectively""]",personal - findings - insights - key - engagement - provided - highlighted - involves - feedback - experience,1.0,False
"participation involves collecting data, post-study reflection involves analyzing and interpreting data, the expanded abstract summarizes the study's conclusions, and the presentation offers those findings to an intended audience. Every element has a distinct function in the research procedure and adds to the overall understanding of the study's conclusions.",10,10_personal_findings_insights_key,"['personal', 'findings', 'insights', 'key', 'engagement', 'provided', 'highlighted', 'involves', 'feedback', 'experience']","['summarizes study', 'individual insights', 'study conclusions', 'findings broader', 'understanding project', 'introspection', 'participation', 'key findings', 'post study', 'research procedure']","['insights', 'key findings', 'challenges', 'research', 'participation involves', 'summarizes study', 'peers', 'introspection', 'practical experience', 'understanding project']","['personal', 'findings', 'insights', 'key', 'engagement', 'feedback', 'experience', 'key findings', 'challenges', 'practical']","['*\n\nParticipation gave firsthand experience with the study process, making the design and data collection feel more personal and concrete.\n\n*\n\nPost-study reflection encouraged deeper thinking about what worked, what didn’t, and how the study could be improved.\n\n*\n\nThe extended abstract provided a concise, formal summary of the study’s goals, methods, and results, useful for evaluating its scientific quality.\n\n*\n\nThe presentation highlighted main findings and broader implications in a more visual and accessible way, making the research easier to understand.', 'Engagement in the project facilitated experiential learning and the pragmatic application of acquired knowledge, engendering profound comprehension through active involvement. Subsequent reflection following the study afforded an avenue for introspective analysis, enabling the amalgamation of individual insights and acquired wisdom, thereby fostering heightened self-awareness and personal development. The formulation of the extended abstract and its oral exposition necessitated the succinct elucidation of pivotal discoveries, refining communicative prowess and adeptness in condensing intricate concepts for heterogeneous audiences.', ""Participation in the project provided hands-on experience and real-time engagement with the subject matter, allowing for immediate feedback and interaction with peers and mentors. Post-study reflection offered an opportunity for introspection and deeper analysis, enabling a more nuanced understanding of the project's challenges and successes. Crafting an extended abstract distilled the project's essence into a concise format, emphasizing key findings and contributions, while the presentation highlighted these aspects through dynamic storytelling and visual aids, aiming to captivate and inform the audience effectively""]",personal - findings - insights - key - engagement - provided - highlighted - involves - feedback - experience,1.0,False
"I guess they differed in perspective, beforehand knowledge etc. During the actual experiment, there was not much context other than a brief introduction regarding the experiment and instructions in the kit. Afterward, during the post-study reflection, it differed since there was new information to go off from the experiment we participated in. The abstract itself was in the perspective of researchers and the presentation was still informative and more packed with visuals than the abstract.",6,6_informative_presentation informative_explaining_abstract,"['informative', 'presentation informative', 'explaining', 'abstract', 'abstract abstract', 'simpler', 'results abstract', 'really helped', 'little confused', 'participation post']","['study abstract', 'participated abstract', 'study presentation', 'results abstract', 'presentation aforementioned', 'presentation informative', 'abstract', 'presentation potential', 'presentation supplemented', 'participants differed']","['informative', 'presentation informative', 'simpler', 'results abstract', 'participation post', 'information study', 'brief', 'study abstract', 'presentation', 'abstract provided']","['informative', 'abstract', 'simpler', 'brief', 'presentation', 'sources', 'general', 'simple', 'information', 'results']","['During the participation and post-study reflection, I admittedly did not gain much insight but was theorizing what significance the study was intended to find. I found the extended abstract to be the most informative and helpful in explaining the ""why"" of the experiment and subject background in general. The presentation detailed more of the ""how"" aspect for this specific experiment with the step by step process.', 'I guess they differed in perspective, beforehand knowledge etc. During the actual experiment, there was not much context other than a brief introduction regarding the experiment and instructions in the kit. Afterward, during the post-study reflection, it differed since there was new information to go off from the experiment we participated in. The abstract itself was in the perspective of researchers and the presentation was still informative and more packed with visuals than the abstract.', ""During my participation in the study I did find myself a little confused as to what the point of the study was. It wasn't until the extended abstract where I understood the scientific reasoning behind the tasks we were doing. On the other hand when listening to the presentation i was able to get a better clarification on how this can be seen in real world settings while also showing me the educational value that the trends are able to say.""]",informative - presentation informative - explaining - abstract - abstract abstract - simpler - results abstract - really helped - little confused - participation post,1.0,True
"During the participation and post-study reflection, I did not know that there were multiple repeats of the same ratios. In the presentation, we learned about the study this was based on as well as how each value was decided and designed.",1,1_experimental_statistical_design_component,"['experimental', 'statistical', 'design', 'component', 'focused', 'reflecting', 'experiment', 'understanding', 'experiement', 'process']","['study design', 'understanding experiment', 'purpose experiment', 'perceptions experiment', 'participating experiment', 'participation experiment', 'experiments', 'experiment design', 'experiment focused', 'experimental process']","['reflecting', 'experiment', 'experiment focused', 'participating experiment', 'experimental process', 'research question', 'experiments', 'component experiment', 'methodology', 'purpose experiment']","['experimental', 'statistical', 'design', 'component', 'experiment', 'understanding', 'experiement', 'research', 'process', 'question']","['Every element presented a distinct level of clarity. Participating provided a hands-on knowledge of the methodology of the study, therefore orienting the research issue. The post-study comments promoted critical analysis of the design and results. Technical components including the hypothesis, techniques, and statistical analysis dominated the extended abstract. On the other hand, the presentation condensed and emphasized the main points of view by means of images and summaries, so facilitating clear and convincing communication of results.', 'In the post-study reflection, I had the opportunity to reflect on my learning process, identify strengths and weaknesses in my understanding of the material, and consider how the project contributed to my overall knowledge and skills development. This component encouraged critical thinking, fostering a deeper understanding of the experiment topic. The extended abstract provided a concise summary of the project, including background information, research questions, methodology, findings, and conclusions. This component served as a comprehensive written record of the experiments key elements, making it accessible for review and dissemination to a wider audience.', 'The information I gained from each part of this project complemented each other and deepened my understanding of the experimental process in different ways. Participating in it gave me hands-on experience and realized that making judgments based on visual data is not an easy task. Reflecting after the study helped me clarify the decisions made in the experiment and start to think critically about sources of error and variable control. Reading the extended abstract allowed me to clarify the research objectives, hypotheses, and statistical design, which led to a broader understanding of the principles behind the experiment. Finally, the report tied all the elements together by presenting the results of the analysis and explaining the meaning of the findings in the context of psychological and statistical theory.']",experimental - statistical - design - component - focused - reflecting - experiment - understanding - experiement - process,0.12014516087330418,False
"The abstract focused more on results and patterns than the presentation. As well as the potential impacts, while the others focused on more of the process.",6,6_informative_presentation informative_explaining_abstract,"['informative', 'presentation informative', 'explaining', 'abstract', 'abstract abstract', 'simpler', 'results abstract', 'really helped', 'little confused', 'participation post']","['study abstract', 'participated abstract', 'study presentation', 'results abstract', 'presentation aforementioned', 'presentation informative', 'abstract', 'presentation potential', 'presentation supplemented', 'participants differed']","['informative', 'presentation informative', 'simpler', 'results abstract', 'participation post', 'information study', 'brief', 'study abstract', 'presentation', 'abstract provided']","['informative', 'abstract', 'simpler', 'brief', 'presentation', 'sources', 'general', 'simple', 'information', 'results']","['During the participation and post-study reflection, I admittedly did not gain much insight but was theorizing what significance the study was intended to find. I found the extended abstract to be the most informative and helpful in explaining the ""why"" of the experiment and subject background in general. The presentation detailed more of the ""how"" aspect for this specific experiment with the step by step process.', 'I guess they differed in perspective, beforehand knowledge etc. During the actual experiment, there was not much context other than a brief introduction regarding the experiment and instructions in the kit. Afterward, during the post-study reflection, it differed since there was new information to go off from the experiment we participated in. The abstract itself was in the perspective of researchers and the presentation was still informative and more packed with visuals than the abstract.', ""During my participation in the study I did find myself a little confused as to what the point of the study was. It wasn't until the extended abstract where I understood the scientific reasoning behind the tasks we were doing. On the other hand when listening to the presentation i was able to get a better clarification on how this can be seen in real world settings while also showing me the educational value that the trends are able to say.""]",informative - presentation informative - explaining - abstract - abstract abstract - simpler - results abstract - really helped - little confused - participation post,1.0,False
"The information I gained from the components of this project differed from each other by providing information about the experiment and doing the experiment. With the participation, I got what the study was about and thought the presentation showed everything tied in compared to the extended abstract.",4,4_components_gained components_components project_project,"['components', 'gained components', 'components project', 'project', 'information gained', 'differed', 'gained', 'components differed', 'project differed', 'differ']","['project differed', 'project differ', 'differed participation', 'project different', 'components differed', 'presentation different', 'project components', 'abstract participation', 'example participation', 'differed data']","['gained components', 'differed', 'components differed', 'project differed', 'project components', 'project differ', 'different information', 'tested information', 'differed data', 'example participation']","['components', 'project', 'information', 'class', 'parts', 'rest', 'example', 'different information', 'available', 'unique ratios']","['The information I gained from the components of this project differed by slowly revealing more about what the study was about and why we were participating in it. At first we were given hardly any information, just told that we were going to participate in a study. Then as I began to go through the components like actually doing the study, then reading the abstract and watching the presentation made it clear what this study was about and the type of information the researchers wanted to gather from it.', 'The information I gained from the components differ in the way that they were given. For example, the participation was in-person while the rest of the components were virtual. Furthermore, every component of the project had different expectations; most of the components had some sort of written part but whether or not the participants had to watch some sort of media to complete the questions is an example of how they differed.', 'The information I gained rom the components of this project differ in a couple of different ways. For example; when I was a participant in the study I was a little bit confused on what the experiment was observing, but after I read the extended abstract and watched the presentation I was keyed in a lot more about the background of this study. I also felt that the post-experiment reflection and the extended abstract differs because the abstract gives you the details and the reflections asks you to inturpert those details.']",components - gained components - components project - project - information gained - differed - gained - components differed - project differed - differ,0.3150661739224476,False
